"","KOPT-K1.DMSO.1","KOPT-K1.DMSO.2","KOPT-K1.DMSO.3","HPB-ALL.DMSO.1","HPB-ALL.DMSO.2","HPB-ALL.DMSO.3","WT.COLD.1","WT.COLD.2","WT.COLD.3","HPB-ALL.SAHM1.1","HPB-ALL.SAHM1.2","HPB-ALL.SAHM1.3"
"237189_at",4.2882013123601,4.1005343169058,4.35305825492534,3.34633481552962,3.37612753281244,3.62674913761826,4.36521495810523,4.14601127058159,3.91765779943135,3.54914679968881,3.46349228975878,3.3514350456127
"205139_s_at",3.41148760876621,3.55663181019724,3.65470985634833,5.49366828468949,5.5243497583705,5.51600827037157,3.75362982299795,3.61185821590047,3.44359829352753,5.34761902026094,5.38200832957374,5.59139971268259
"1566473_a_at",4.80024032099966,4.6549124701245,4.82737285202735,4.23846763623967,4.16312637991072,4.01357097528296,4.80789860629109,4.84343085883502,4.60503388001163,3.84776707155929,3.92868589874928,3.55550520347286
"236451_at",8.60971820949329,8.71597362266955,8.83824400366555,7.31018251401418,6.92694532715642,7.3087739544951,8.16120173874519,8.30303688305171,8.12671376177097,7.22818468081393,7.35943908027316,7.33664279468371
"222315_at",5.01423182287116,5.39728606733202,4.76115825394268,6.04936062052921,6.1051037171247,6.20759096690963,5.08566773066817,4.75438035013906,5.13421277506976,6.57562871732563,6.69831630292992,6.43598224766358
"227236_at",6.74982958936065,6.9502885419518,6.80405003122866,8.25180837549711,8.28469301662123,8.25395015772626,6.89087395414505,7.00655117438649,6.89564269067391,8.09081052700031,8.20682369229844,8.34050240665781
"214332_s_at",4.73004057476937,4.79133401813389,4.38457596416348,5.62769767943466,5.91489536765725,5.61205665214944,4.15376286995751,4.61295834487126,4.66275290248029,5.40111830125948,5.61655648713773,5.33219638434947
"208735_s_at",8.42781701610373,8.41193139576971,8.33206356850108,6.99073861477089,6.94098298404829,7.03556606160597,8.46816376419274,8.31506553825185,8.29833524752524,6.76759174506027,6.79726382954842,6.96833085658412
"1561075_at",3.17212920146146,4.15222239821904,3.90725174439801,2.90844372082351,3.08337009852712,3.36821239334723,3.7970098393603,4.54159099686251,4.0787508001636,3.11411463425847,3.57340381923357,3.41990195119616
"208679_s_at",12.8101941927879,12.7905397874781,12.7960131008744,12.125017879871,12.0176229928316,12.0477609171429,12.7482213302465,12.7535899110316,12.7738886508926,11.9093351076656,11.8530751334361,11.9596244546296
"209349_at",5.75518938372247,5.90855197418009,5.91411528099844,7.36397976410212,7.51506113937086,7.40544139711575,5.18000387302738,4.56465735263875,4.67442915769617,7.28179045125366,7.04319729327041,7.19584821396994
"210148_at",5.36453773325571,5.43059613396681,5.24544760296102,5.97369199954765,5.22169627071306,5.77455867985834,4.64899574629107,4.96126053463432,4.43263136070956,5.71731474718141,5.6754526932292,5.92351206199603
